brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,Price,Sale Product Count,Total Sales,Available Stock
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1699.0,18,30582.0,172.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,389.99,31,12089.69,345.0
ASUS,ASUS X551CA-HCL1201L,15.6 Inches,Black,500 GB,Celeron,4 GB,Windows 8,,Integrated,Intel HD Graphics,,4.3,999.99,26,25999.74,229.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,589.99,16,9439.84,421.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1699.0,48,81552.0,187.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,2795.4,14,39135.6,202.0
DELL,Latitude 7320 2-in-1,13.3 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,139.98,57,7978.86,477.0
DELL,Latitude Rugged 5424 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1799.0,57,102543.0,390.0
DELL,Latitude 7000,14 Inches,Carbon Black,512 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,589.99,41,24189.59,112.0
LG,17ZT90P-G.AX33U1,17 Inches,Black,256 GB,Core i3,8 GB,Windows 10 Home,Fingerprint,Integrated,,,,816.33,57,46530.81,279.0
DELL,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,589.99,61,35989.39,206.0
DELL,Latitude 9000,14 Inches,Graphite,256 GB,Core i5,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,389.99,18,7019.82,255.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,369.0,26,9594.0,287.0
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,999.99,24,23999.76,382.0
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,29,13339.71,156.0
TOUGHBOOK,CF-20 MK2,10.1 Inches,,256 GB,Intel Core i5,8 GB,Windows 10 Pro,Support Stylus,Integrated,Intel HD Graphics 615,,,731.83,53,38786.99,354.0
DELL,Latitude 7440 Laptop,14 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1699.0,23,39077.0,294.0
DELL,XPS 9520 Laptop,15.6 Inches,Platinum Silver,1000 GB,Core i7,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050,,5.0,589.99,37,21829.63,342.0
DELL,Inspiron 5620 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,,1699.0,48,81552.0,482.0
DELL,Dell Inspiron 16 5625,16 Inches,Silver,1000 GB,AMD Ryzen 7,64 GB,Windows 11 Pro,,Integrated,AMD Radeon Graphics,,,1299.0,34,44166.0,164.0
DELL,Inspiron 7415 2-in-1,14 Inches,Grey,512 GB,AMD Ryzen 7,8 GB,Windows 11 Home,Wifi & Bluetooth,AMD Integrated Graphics,,,,999.99,22,21999.78,282.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,2299.0,59,135641.0,234.0
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,389.99,29,11309.71,241.0
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,1169.0,34,39746.0,375.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,2099.99,61,128099.39,168.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1099.0,53,58247.0,327.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1049.99,16,16799.84,439.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,346.9,24,8325.6,374.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,553.0,37,20461.0,80.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1304.99,48,62639.52,427.0
DELL,Precision 7760 Laptop,17.3 Inches,Silver,512 GB,Core i7,32 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia RTX A4000,,,,2368.99,37,87652.63,147.0
DELL,Dell Latitude 7320,13 Inches,Black,256 GB,Core i7,16 GB,Windows 11,,Integrated,Intel Iris Xe Graphics,,,1409.99,43,60629.57,229.0
DELL,Precision,15.6 Inches,Black,256 GB,Core i7 Family,8 GB,Windows 10 Home 64,Backlit Keyboard,Dedicated,,,,764.99,39,29834.61,294.0
DELL,Latitude,14 Inches,Silver,1 TB,Core i5 Family,16 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,,999.99,14,13999.86,447.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,1680.99,41,68920.59,109.0
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,2579.36,42,108333.12,242.0
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,589.99,42,24779.58,387.0
DELL,,15.6 Inches,,256 GB,Intel Core i5,16 GB,Windows 11 Home,Anti-glare,Integrated,Intel UHD Graphics,4.2 GHz,,1599.0,35,55965.0,452.0
DELL,Latitude 7320 Laptop,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,589.99,58,34219.42,495.0
LENOVO,,,,,,16 GB,Windows 10 Pro,,Integrated,,,,3175.75,62,196896.5,205.0
LENOVO,ThinkPad,14 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Pro,Dolby,Integrated,,,4.8,1031.79,33,34049.07,316.0
APPLE,,,,2 TB,,32 GB,Mac OS,,Dedicated,,,,999.99,35,34999.65,359.0
DELL,Latitude 7320 Laptop,13.3 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,1799.0,55,98945.0,302.0
HP,15-EG0070WM,15.6 Inches,Lunar Gold,512 GB,Core i7 Family,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,,,,639.99,59,37759.41,388.0
DELL,Dell Latitude,14.1 Inches,Black,,Core i7,8 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.9 GHz,4.0,931.99,56,52191.44,159.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,2940.99,61,179400.39,206.0
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,589.99,26,15339.74,306.0
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,1786.59,46,82183.14,116.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,389.99,42,16379.58,417.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1429.99,13,18589.87,463.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1699.0,56,95144.0,319.0
DELL,Dell Latitude 7000 E7470,14 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare,Integrated,,,2.8,1599.0,43,68757.0,422.0
LENOVO,Lenovo Thinkpad,15.6 Inches,,256 GB,Core i7-4700MQ,16 GB,Windows 10 Pro,"Backlit Keyboard,Fingerprint Reader",Dedicated,NVIDIA Quadro K1100M,,2.5,999.99,55,54999.45,390.0
DELL,Vostro,14 Inches,,2 TB,Core i5,64 GB,Windows 11 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,,3.0,899.95,25,22498.75,233.0
HP,HP Spectre,13.3 Inches,Dark Ash,1 TB,Core i7-10510U,16 GB,Windows 10 Home,Fingerprint Reader,Integrated,,,4.7,3349.0,27,90423.0,432.0
HP,Elite Dragonfly,13.3 Inches,Blue,,Intel Core i5,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.6 GHz,5.0,1399.0,17,23783.0,334.0
DELL,,14 Inches,Green,1 TB,Ryzen 7,32 GB,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Integrated,Intel UHD Graphics,,4.0,459.99,48,22079.52,462.0
LENOVO,Lenovo Thinkpad,14 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,Spill-resistant,Integrated,,3 GHz,,989.85,14,13857.9,322.0
DELL,,15.6 Inches,Black,,Core i7,16 GB,Windows 10 Home,,Dedicated,NVIDIA GeForce GTX 1050 Ti,"2.2, 3.9 GHz",,1273.99,24,30575.76,80.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,459.99,44,20239.56,115.0
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,1872.99,64,119871.36,468.0
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,389.99,62,24179.38,389.0
DELL,Dell Inspiron 16 5625,16 Inches,Silver,2000 GB,AMD Ryzen 7,32 GB,Windows 11 Pro,,Integrated,AMD Radeon Graphics,,,639.99,22,14079.78,96.0
DELL,Precision 7770,17 Inches,,2 TB,Intel Core i7,64 GB,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA GeForce RTX A4500,,,1941.99,48,93215.52,417.0
TOCOSY,LAPTOP T12,11.6 Inches,White,64 GB,Atom Z8350,4 GB,Windows 10,,Integrated,Intel,,5.0,639.99,56,35839.44,212.0
LENOVO,ThinkPad T440p,14 Inches,Black,500 GB,Core i5,8 GB,Windows 7,,Integrated,Integrated,,3.4,589.99,18,10619.82,146.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,460.0,46,21160.0,276.0
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,297.0,31,9207.0,351.0
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,1003.99,55,55219.45,363.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,589.99,65,38349.35,359.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,589.99,23,13569.77,247.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1599.0,27,43173.0,392.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,459.99,37,17019.63,202.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,269.98,56,15118.88,498.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,25,14749.75,472.0
DELL,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,32 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3080 Ti,,,3184.81,28,89174.68,490.0
DELL,XPS 9520 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i7,16 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050 Ti,,3.3,2399.0,18,43182.0,431.0
DELL,XPS,17 Inches,Platinum Silver,512 GB,Core i7 Family,32 GB,Windows 10,"Anti-glare,Backlit Keyboard,Fingerprint Reader",GeForce GTX 1650 Ti,,,,1599.0,40,63960.0,324.0
DELL,Precision 3570 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,479.0,23,11017.0,390.0
DELL,Latitude 5431 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,345.44,15,5181.6,433.0
MSI,WS66 10TMT-207,15.6 Inches,Space Gray,,Core i9,64 GB,Windows 10 Pro,,Dedicated,NVIDIA Quadro RTX 5000,2.4 GHz,4.7,1599.0,31,49569.0,360.0
DELL,XPS,15.6 Inches,Silver,2 TB,Core i9,16 GB,Windows 10 Pro,,"Integrated, Dedicated",Intel,,,889.99,61,54289.39,137.0
HP,Pavilion,15 Inches,,1 TB,Core i7,32 GB,Windows 11 Pro,"Backlit Keyboard,Numeric Keypad",Integrated,,,5.0,1898.56,56,106319.36,148.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,1599.0,34,54366.0,130.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,389.99,29,11309.71,87.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,699.99,19,13299.81,360.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,236.47,46,10877.62,241.0
DELL,Dell Latitude,15.6 Inches,,,Core i5,8 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.6 GHz,5.0,1599.0,59,94341.0,487.0
HP,ZBook Fury 15 G8,15.6 Inches,,1 TB,Core i9,64 GB,Windows 10 Pro,"Anti-glare Screen, Miracast Technology","RTX A5000,UHD Graphics",NVIDIA Intel RTX A5000 UHD Graphics,,1.0,419.0,62,25978.0,92.0
DELL,Precision 7560 Laptop,15.6 Inches,Silver,1000 GB,Core i9,32 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia T1200,,,,259.0,51,13209.0,376.0
DELL,XPS 13,13.3 Inches,Silver,256 GB,Core i7,8 GB,Windows 8,,Dedicated,Intel HD Graphics 5500,,3.4,889.99,48,42719.52,393.0
DELL,XPS,13.3 Inches,Silver,256 GB,Core i5,8 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader",Integrated,,,3.6,249.0,56,13944.0,313.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,1332.99,43,57318.57,354.0
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,773.99,21,16253.79,104.0
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,589.99,60,35399.4,196.0
LENOVO,ThinkPad,15.6 Inches,Silver,512 GB,Core i7 Family,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,,689.65,53,36551.45,279.0
ASUS,VivoBook S13,13.3 Inches,Indie Black,512 GB,Core i5-1035G1,,Windows 10 Home,"Bezel,Fingerprint Reader",Integrated,Intel UHD Graphics,,4.3,2299.0,44,101156.0,146.0
DELL,XPS 9520 Laptop,15.6 Inches,Platinum Silver,4000 GB,Core i7,64 GB,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 3050 Ti,,,457.64,22,10068.08,140.0
DELL,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,459.99,17,7819.83,249.0
DELL,Latitude 7320 Laptop,13.3 Inches,Black,512 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,899.99,27,24299.73,447.0
HP,HP Pavilion 16,16.1 Inches,Shadow Black,2000 GB,Core i7,32 GB,Windows 10 Pro,Anti-glare,Dedicated,,,3.0,2230.99,29,64698.71,212.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1599.0,51,81549.0,218.0
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,699.99,54,37799.46,162.0
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,573.24,12,6878.88,319.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,459.99,19,8739.81,97.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,999.99,65,64999.35,92.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,899.99,60,53999.4,182.0
DELL,Dell Latitude 7530 Laptop,15 Inches,Black,256 GB,Intel Core i5,16 GB,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,,,589.99,51,30089.49,191.0
DELL,Precision 5760 Laptop,17 Inches,Silver,1000 GB,Core i7,32 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,,389.99,58,22619.42,233.0
DELL,XPS 9315 Laptop,13.4 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,4.0,671.84,47,31576.48,139.0
HP,HP Omen,15.6 Inches,,,Ryzen 7 4800H,16 GB,Windows 10 Home,"Anti-glare,Backlit Keyboard/windows",Dedicated,,2.9 GHz,4.1,1699.0,30,50970.0,347.0
DELL,,15.6 Inches,,512 GB,Core i5,16 GB,Windows 10 Pro,,Integrated,Intel,2.5 GHz,,840.99,63,52982.37,457.0
HP,SBUY Dragonfly,13.3 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.9 GHz,,3869.99,44,170279.56,334.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1601.99,33,52865.67,195.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,2808.99,23,64606.77,400.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,765.75,44,33693.0,403.0
LENOVO,ThinkBook 14 G4 ABA,14 Inches,,512 GB,Ryzen 7,16 GB,Windows 11,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,,681.61,20,13632.2,458.0
DELL,XPS,15.6 Inches,Platinum Silver,1 TB,Intel Core i9,64 GB,Windows 10 Home,"Backlit Keyboard,Fingerprint Reader",Dedicated,,,3.5,169.0,60,10140.0,487.0
DELL,,14 Inches,Green,1 TB,Ryzen 7,16 GB,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Integrated,Intel UHD Graphics,,,1599.0,64,102336.0,362.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1699.0,26,44174.0,303.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1324.31,31,41053.61,100.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1311.99,14,18367.86,353.0
DELL,Inspiron 5625 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,AMD Ryzen 7,16 GB,Windows 11 Home,,Integrated,AMD Integrated Graphics,,,885.12,50,44256.0,415.0
HP,ELITEBOOK REVOLVE 810G3,11.6 Inches,Silver,128 GB,Core i5,8 GB,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,,,999.99,61,60999.39,260.0
DELL,Latitude,14 Inches,Silver,2 TB,Core i5 Family,32 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,1.0,844.58,58,48985.64,467.0
LENOVO,ThinkPad T15p Gen 2,15.6 Inches,Black,1 TB,Core i7,16 GB,Windows 11 Pro,Anti-glare Screen,GeForce GTX 1650,,,,999.99,34,33999.66,488.0
GIGABYTE,A5 X1-CUS2130SB,15.6 Inches,Black,512 GB,AMD Ryzen 9 5900X,16 GB,Windows 11 Home,"Anti-glare,Thin Bezel",Dedicated,,,4.0,1799.99,46,82799.54,414.0
DELL,Latitude 7310 Laptop,13 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,1049.0,44,46156.0,325.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,1699.0,55,93445.0,348.0
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,589.99,52,30679.48,252.0
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,389.99,17,6629.83,109.0
DELL,Dell Precision 7760 Laptop,17 Inches,Silver,1 TB,Intel Core i7,32 GB,Windows 10 Pro,,Dedicated,NVIDIA RTX A3000 16GB GDDR6,,,880.62,38,33463.56,153.0
LENOVO,W530,15.6 Inches,Black,500 GB,Core i7-3720QM,,Windows 7 Professional,,"Integrated, Dedicated",Intel HD Graphics 4000,2.7 GHz,3.7,899.99,61,54899.39,117.0
HP,HP ProBook,15.6 Inches,Silver,,Core i5,16 GB,Windows 10 Pro,,Integrated,Intel Iris,,5.0,1195.0,64,76480.0,104.0
LENOVO,LENOVO,15 Inches,Black,,,8 GB,Windows 10 Pro,,Integrated,HD 620 Graphics,2.5 GHz,5.0,1350.99,13,17562.87,492.0
DELL,Precision 7770,17.3 Inches,,2 TB,Intel Core i9,64 GB,Windows 11 Pro,,Dedicated,NVIDIA RTX A4500 16GB GDDR6 (4DP),5 GHz,,3002.99,18,54053.82,208.0
DELL,Dell Precision 3561,15 Inches,Silver,1 TB,Intel Core i7,32 GB,Windows 10 Pro,,Dedicated,NVIDIA T600,,,1299.0,35,45465.0,224.0
DELL,Precision 7560 Laptop,15.6 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,1.0,1399.0,27,37773.0,227.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,389.99,40,15599.6,199.0
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,459.99,36,16559.64,317.0
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,999.99,53,52999.47,399.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,589.99,59,34809.41,150.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,389.99,46,17939.54,480.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1341.99,55,73809.45,433.0
HP,ZBook Firefly 16 G9,16 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Anti-glare Screen,"T500,Iris Xe Graphics",NVIDIA Intel T500 Iris Xe Graphics,,,1130.99,24,27143.76,420.0
ACER,Chromebook 511 C741LT,11.6 Inches,Shale Black,32 GB,AMD Kabini A6-5200M Quad Core,4 GB,Chrome OS,Backlit,Adreno 618,,,,1529.0,58,88682.0,278.0
DELL,XPS 9320 Laptop,13.4 Inches,Silver,2000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1681.99,58,97555.42,213.0
DELL,Latitude 15 5000 e5570,15.6 Inches,Black,500 GB,Core i5,4 GB,Windows 7 Professional,Anti-glare,"Integrated, Dedicated",,,5.0,1584.99,17,26944.83,405.0
DELL,G15 5525 Laptop,15.6 Inches,Grey,1000 GB,AMD Ryzen 7,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3060,,5.0,997.74,49,48889.26,243.0
HP,Spectre 14T x360,13.5 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 11 Pro,"Fingerprint,Pen",Integrated,,,4.1,389.99,51,19889.49,278.0
DELL,Dell XPS 13 9300,13 Inches,Silver,256 GB,Intel Core i7,16 GB,Windows 10 Pro,Space Saving,Integrated,,,,459.99,18,8279.82,239.0
DELL,G15 5525 Laptop,15.6 Inches,Grey,512 GB,AMD Ryzen 7,16 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,,,2499.0,14,34986.0,447.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,376.21,35,13167.35,116.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,389.99,39,15209.61,219.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1499.0,43,64457.0,361.0
DELL,,14 Inches,,512 GB,Core i5,32 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics,,4.8,890.37,29,25820.73,167.0
